review,rating,date,bank,source,sentiment_label,sentiment_score,theme_categories,review_id
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9995972514152528,Account Access Issues;Transaction Performance,213
"wow, amazing app",5,2025-04-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998503923416138,Other,214
use ful,5,2025-04-21,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9949980974197388,Other,215
Great app,5,2025-04-21,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999821126461029,Other,216
well app,5,2025-04-20,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9993765950202942,Other,217
Actually it is inactive,4,2025-04-19,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9996483325958252,Other,218
good,4,2025-04-19,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999816119670868,Other,219
ok,2,2025-04-19,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997851252555848,Other,220
best app,5,2025-04-19,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999686598777771,Other,221
amazing,1,2025-04-19,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999875545501709,Other,222
I like,5,2025-04-19,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998149275779724,Other,223
"slow, only one account is used",2,2025-04-19,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997527003288268,Account Access Issues,224
ok,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997851252555848,Other,225
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9975135326385498,Other,226
i like it,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.99985933303833,Other,227
why removing screenshot feature why?,1,2025-04-18,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9981147050857544,Features,228
nice apps where network is good in connection,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9994925260543824,Other,229
Thank you!!!,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998666048049928,Other,230
i can't take screenshot,1,2025-04-18,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9897894263267516,Other,231
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9861215949058532,User Interface & Experience;Features,232
perfectly special,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999879002571106,Other,233
Fast and Reliable,5,2025-04-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998595714569092,Other,234
good,5,2025-04-17,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999816119670868,Other,235
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997448325157166,Other,236
great app!!!,5,2025-04-17,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998501539230348,Other,237
because sometimes it doesn't working it load too much,3,2025-04-17,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9911932349205016,Other,238
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998784065246582,Other,239
ok,3,2025-04-16,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997851252555848,Other,240
very nice app ever!!!,5,2025-04-16,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998270869255066,Other,241
the best app,5,2025-04-16,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998469352722168,Other,242
Biometric security for mobile banking is not available,5,2025-04-16,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9996340274810792,Security,243
great,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998630285263062,Other,244
Nice service,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998397827148438,Customer Support,245
great app,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999821126461029,Other,246
it's special apps,5,2025-04-15,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9995416402816772,Other,247
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9985652565956116,Features,248
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9647620320320128,Other,249
Good 🔥,5,2025-04-14,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998576641082764,Other,250
very interesting app i am using every day fantastic,5,2025-04-14,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998443126678468,Other,251
lebaa bank,5,2025-04-14,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9437296390533448,Other,252
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9983273148536682,Other,253
OK,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997851252555848,Other,254
grateful app,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998038411140442,Other,255
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9974650144577026,Other,256
everthing wellbeok,3,2025-04-13,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.7055785655975342,Other,257
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-12,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9963226318359376,Account Access Issues;Features,258
nice app 👌,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996724128723145,Other,259
why did this app is not screenshot,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9989493489265442,Other,260
it so good app,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999868631362915,Other,261
the best app,3,2025-04-12,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998469352722168,Other,262
جميل,5,2025-04-11,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9271727800369264,Other,263
"less network, specially to make fee for utility purpose",1,2025-04-11,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.994688868522644,Transaction Performance,264
nice,5,2025-04-11,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998552799224854,Other,265
simply for used,4,2025-04-10,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9918004870414734,Other,266
wow keep up,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998539686203004,Other,267
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9934490323066713,Other,268
good one,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998288154602052,Other,269
best app.,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999774158000946,Other,270
everything is easy thank you cebe,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998396635055542,Other,271
ፈጣን ቀልጣፋ,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.7850591540336609,Other,272
good,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999816119670868,Other,273
ok,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997851252555848,Other,274
ጎበዝ,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6970566511154175,Other,275
good app,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998493194580078,Other,276
but this app says can't sync,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9988365769386292,Other,277
waw,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.7346174120903015,Other,278
to slow,3,2025-04-09,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.999487280845642,Other,279
work on screen shot system,4,2025-04-08,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.5902668833732605,Other,280
very very nice aplication,1,2025-04-08,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998292922973632,Other,281
Good,5,2025-04-08,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999816119670868,Other,282
wonder full and it is easy to use,5,2025-04-08,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996142387390136,Other,283
easy and reliable,2,2025-04-08,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998584985733032,Other,284
good,5,2025-04-08,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999816119670868,Other,285
it is Very Useful app 👍,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.994536280632019,Other,286
very good,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998520612716676,Other,287
perfect app,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998340606689452,Other,288
I like it.,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999869465827942,Other,289
bugs,3,2025-04-07,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9988303780555724,Other,290
commerial Bank,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.681026041507721,Other,291
Genat biru,2,2025-04-06,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.966159999370575,Other,292
🙏,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6970566511154175,Other,293
it is good but it doesn't allow screen shot,4,2025-04-06,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.6723145842552185,Other,294
the best one,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998371601104736,Other,295
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9967620372772216,Other,296
bring back the screenshot feature.,1,2025-04-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9942916631698608,Features,297
Good!👍,3,2025-04-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998579025268556,Other,298
best app to experience him that to smooth transaction among the customers,1,2025-04-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9985142350196838,Other,299
good,5,2025-04-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999816119670868,Other,300
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9551453590393066,User Interface & Experience,301
easy to use,5,2025-04-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9988542795181274,Other,302
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998189806938172,User Interface & Experience,303
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.881923258304596,Other,304
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9973511695861816,Transaction Performance;Features,305
cool ❤,4,2025-04-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997991919517516,Other,306
Best app,5,2025-04-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999686598777771,Other,307
great app,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999821126461029,Other,308
best banking App,4,2025-04-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999736487865448,Other,309
satisfied,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997212290763856,Other,310
this app is very necessary app many people found it,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9980692267417908,Other,311
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.989459753036499,Other,312
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997400641441344,Other,313
excellent,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998434782028198,Other,314
perfect,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998517036437988,Other,315
thankyou,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999842882156372,Other,316
I Like it,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.99985933303833,Other,317
ok,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997851252555848,Other,318
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9986600875854492,Account Access Issues;Security;Features,319
smart app,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999789297580719,Other,320
isin ga'a,2,2025-04-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.7607287764549255,Other,321
easy to use,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9988542795181274,Other,322
it's great,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998691082000732,Other,323
very good app and stars faction with work,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999858856201172,Other,324
It is excelent,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998881816864014,Other,325
Smart,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998456239700316,Other,326
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9570208191871644,Other,327
very interesting app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997968077659608,Other,328
i like it,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.99985933303833,Other,329
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.998596966266632,Other,330
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9510266780853271,Other,331
Excellent🙏app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6970566511154175,Other,332
the most useful,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997223019599916,Other,333
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9787843823432922,Other,334
Easy to use,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9988542795181274,Other,335
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9585955142974854,Other,336
Excellent !!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999865174293518,Other,337
always we relay on,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9971832633018494,Other,338
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999750792980194,Other,339
it's need more improvement like Tellbirr.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.999363124370575,Features,340
goode app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997406601905824,Other,341
a very nice app.👍👍👍,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998323917388916,Other,342
safe easy & fast,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999711573123932,Security,343
perfect,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998517036437988,Other,344
it's good app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998689889907836,Other,345
nice,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998552799224854,Other,346
good app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998493194580078,Other,347
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9958590865135192,Other,348
ጥሩ ነው,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.7850591540336609,Other,349
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.8616330027580261,Other,350
good,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999816119670868,Other,351
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9528433680534364,Other,352
suitable app,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997665286064148,User Interface & Experience,353
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9995038509368896,Other,354
Good,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999816119670868,Other,355
nice app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998061060905457,Other,356
best transaction method of financial,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9995972514152528,Other,357
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9995881915092468,Transaction Performance,358
It literarily don't work at all,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9995075464248656,Other,359
good give us plus,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998716115951538,Other,360
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9895473718643188,Account Access Issues;Transaction Performance;Features,361
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9852171540260316,Transaction Performance;Features,362
Tnc Cbe,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9070308804512024,Other,363
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9151977896690368,Transaction Performance,364
great apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999853491783142,Other,365
Excellent,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998434782028198,Other,366
Great app!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998462200164796,Other,367
nice,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998552799224854,Other,368
CBE,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9966009855270386,Other,369
very good 👍 👏,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.99985933303833,Other,370
great when it works,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998693466186525,Other,371
"the app is very good, but why screenshots is impossible?",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.981265127658844,Other,372
excellent match application,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998453855514526,Other,373
very good,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998520612716676,Other,374
best app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999686598777771,Other,375
The Best app😍😍😍,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998503923416138,Other,376
excellent app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998356103897096,Other,377
easy to use and user friendly,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9979179501533508,Other,378
good,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999816119670868,Other,379
very nice,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998563528060912,Other,380
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9200406670570374,Other,381
well software,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999262273311615,Other,382
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.8832131028175354,Other,383
CBE very good apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998394250869752,Other,384
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9992094039916992,Other,385
excellent service,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998576641082764,Customer Support,386
it's best,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999842643737793,Other,387
it's not working,3,2025-06-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9997857213020324,Other,388
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Bank of Abyssinia,Google Play,NEGATIVE,0.999415159225464,Account Access Issues;Features,389
exceptional,5,2025-06-03,Bank of Abyssinia,Google Play,POSITIVE,0.9998514652252196,Other,390
BoA Mobile good bank,5,2025-06-02,Bank of Abyssinia,Google Play,POSITIVE,0.9984728693962096,Other,391
this is worest app 24/7 loading,1,2025-06-01,Bank of Abyssinia,Google Play,NEGATIVE,0.993474304676056,Other,392
This App is not interest for Android phone Please update it .,1,2025-06-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9971383810043336,Features,393
BoA system is confartable,5,2025-05-31,Bank of Abyssinia,Google Play,NEGATIVE,0.9980142116546632,Other,394
very nice Abyssinia bank is choice all,5,2025-05-31,Bank of Abyssinia,Google Play,POSITIVE,0.999583065509796,Other,395
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Bank of Abyssinia,Google Play,NEGATIVE,0.99980491399765,Other,396
Good service.,3,2025-05-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998533725738524,Customer Support,397
the app crush frequently,1,2025-05-24,Bank of Abyssinia,Google Play,NEGATIVE,0.998525083065033,Other,398
good,5,2025-05-22,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,399
You guys keeps getting worst,1,2025-05-22,Bank of Abyssinia,Google Play,NEGATIVE,0.9997075200080872,Other,400
good,5,2025-05-21,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,401
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Bank of Abyssinia,Google Play,NEGATIVE,0.999026656150818,Transaction Performance;User Interface & Experience;Features,402
BoA,2,2025-05-20,Bank of Abyssinia,Google Play,NEGATIVE,0.74105304479599,Other,403
good,5,2025-05-20,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,404
but not opening on android,4,2025-05-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9952228665351868,Other,405
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,Bank of Abyssinia,Google Play,NEGATIVE,0.9997984766960144,Other,406
amazing,5,2025-05-18,Bank of Abyssinia,Google Play,POSITIVE,0.999875545501709,Other,407
excellent app,4,2025-05-16,Bank of Abyssinia,Google Play,POSITIVE,0.9998356103897096,Other,408
excellent,5,2025-05-15,Bank of Abyssinia,Google Play,POSITIVE,0.9998434782028198,Other,409
ሞላዬ ከበደ,5,2025-05-14,Bank of Abyssinia,Google Play,NEGATIVE,0.7850591540336609,Other,410
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9992283582687378,Other,411
nice,5,2025-05-10,Bank of Abyssinia,Google Play,POSITIVE,0.9998552799224854,Other,412
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9994921684265136,Customer Support;Security,413
Best app,5,2025-05-09,Bank of Abyssinia,Google Play,POSITIVE,0.999686598777771,Other,414
liking this application good 👍,5,2025-05-07,Bank of Abyssinia,Google Play,POSITIVE,0.9996829032897948,Other,415
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9989790916442872,Other,416
good,5,2025-05-06,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,417
good,5,2025-05-02,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,418
good,4,2025-04-30,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,419
wow,5,2025-04-28,Bank of Abyssinia,Google Play,POSITIVE,0.999592125415802,Other,420
it's really good 👍,5,2025-04-23,Bank of Abyssinia,Google Play,POSITIVE,0.9998701810836792,Other,421
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Bank of Abyssinia,Google Play,NEGATIVE,0.9995198249816896,Other,422
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Bank of Abyssinia,Google Play,NEGATIVE,0.9997255206108092,Account Access Issues,423
Best,2,2025-04-19,Bank of Abyssinia,Google Play,POSITIVE,0.9997941851615906,Other,424
